"","Dimension","L","Stepsize","ESS","ESS.L","AR"
"159",1000,19,0.131578947368421,3608.76769052083,189.935141606359,0.8751
"160",1000,20,0.125,3398.67055776337,169.933527888169,0.8894
"161",1000,1,2.5,0,0,0
"162",1000,2,1.25,0,0,0
"163",1000,3,0.833333333333333,0,0,0
"164",1000,4,0.625,0,0,0
"165",1000,5,0.5,2.31660704310723,0.463321408621445,0.003
"166",1000,6,0.416666666666667,37.4016670632194,6.23361117720323,0.0693
"167",1000,7,0.357142857142857,61.5433577632171,8.79190825188816,0.1784
"168",1000,8,0.3125,457.569546303058,57.1961932878823,0.3398
"169",1000,9,0.277777777777778,966.824603811529,107.424955979059,0.4625
"170",1000,10,0.25,1400.90691692012,140.090691692012,0.546
"171",1000,11,0.227272727272727,1728.68105847522,157.152823497747,0.6154
"172",1000,12,0.208333333333333,2037.20524347303,169.767103622752,0.688
"173",1000,13,0.192307692307692,1713.64102942321,131.818540724862,0.735
"174",1000,14,0.178571428571429,2513.66999142686,179.54785653049,0.7812
"175",1000,15,0.166666666666667,2953.09892001811,196.873261334541,0.8038
"176",1000,16,0.15625,3025.03477802221,189.064673626388,0.8257
"177",1000,17,0.147058823529412,2908.09632161988,171.064489507052,0.8432
"178",1000,18,0.138888888888889,2955.95422666342,164.219679259079,0.8556
"179",1000,19,0.131578947368421,3557.90699559219,187.258262925905,0.8768
"180",1000,20,0.125,3610.06880974431,180.503440487215,0.8885
"181",1000,1,2.5,0,0,0
"182",1000,2,1.25,0,0,0
"183",1000,3,0.833333333333333,0,0,0
"184",1000,4,0.625,0,0,0
"185",1000,5,0.5,1.92790694070031,0.385581388140061,3e-04
"186",1000,6,0.416666666666667,30.4427294667867,5.07378824446445,0.0402
"187",1000,7,0.357142857142857,158.549451512307,22.6499216446154,0.1919
"188",1000,8,0.3125,290.889714843491,36.3612143554364,0.3259
"189",1000,9,0.277777777777778,923.583634389109,102.620403821012,0.4587
"190",1000,10,0.25,1430.21825593026,143.021825593026,0.5582
"191",1000,11,0.227272727272727,1823.42038696654,165.765489724231,0.629
"192",1000,12,0.208333333333333,2230.38789888914,185.865658240762,0.6855
"193",1000,13,0.192307692307692,2630.74468195633,202.364975535102,0.7414
"194",1000,14,0.178571428571429,2740.27516039908,195.733940028506,0.7749
"195",1000,15,0.166666666666667,3145.3584914965,209.690566099767,0.8062
"196",1000,16,0.15625,2347.26159456268,146.703849660167,0.8166
"197",1000,17,0.147058823529412,2912.67434080146,171.333784753027,0.8414
"198",1000,18,0.138888888888889,3278.08645328246,182.115914071248,0.867
"199",1000,19,0.131578947368421,3542.25436783762,186.434440412506,0.8762
"200",1000,20,0.125,3438.46703425158,171.923351712579,0.8889
