"","Dimension","lambda","ESS","ESS.sec","AR"
"1",12,0.001,1.54984623296494,2.54428508023234,0.9987
"2",12,0.158842105263158,27.9441116576226,45.4988205867618,0.789
"3",12,0.316684210526316,118.572316335681,188.419631159569,0.5861
"4",12,0.474526315789474,165.637707050989,279.336676963095,0.4295
"5",12,0.632368421052632,195.769445196006,333.187620109416,0.2976
"6",12,0.790210526315789,207.124684701296,351.16299677691,0.2001
"7",12,0.948052631578947,185.53240843851,289.115104025233,0.1264
"8",12,1.10589473684211,138.129801165309,238.416730677088,0.0793
"9",12,1.26373684210526,100.982009174532,164.951556229001,0.0557
"10",12,1.42157894736842,60.7036588866536,101.693414813978,0.026
"11",12,1.57942105263158,39.8282435756344,62.329979132366,0.017
"12",12,1.73726315789474,28.7248853560306,48.8751067606978,0.0113
"13",12,1.89510526315789,15.2301635627685,25.8889134110519,0.0073
"14",12,2.05294736842105,9.43571935290069,15.5385470855803,0.0027
"15",12,2.21078947368421,2.29479837702647,3.92122499734403,0.0011
"16",12,2.36863157894737,4.30218135082029,7.34080640506033,0.0019
"17",12,2.52647368421053,4.65527237617186,7.74953803857742,0.0012
"18",12,2.68431578947368,2.98019692654918,5.02390882012422,9e-04
"19",12,2.84215789473684,1.93721252238549,3.26249686569001,9e-04
"20",12,3,9001,15094.8503982532,0
"21",12,NA,1.47144349003804,2.47621110349971,0.9994
"22",12,NA,38.4519109699629,64.2655929059397,0.7918
"23",12,NA,111.016121590469,188.786221457229,0.5994
"24",12,NA,180.952159041763,283.805108060776,0.422
"25",12,NA,198.374368254932,332.182361324579,0.2918
"26",12,NA,183.500843170448,312.651523761373,0.1881
"27",12,NA,171.31598279973,265.381052932016,0.1324
"28",12,NA,158.040693486197,262.24512669026,0.0836
"29",12,NA,89.4504867370206,154.463102235716,0.0493
"30",12,NA,52.3855362508989,79.0455230339124,0.0286
"31",12,NA,35.2324504965754,59.2886308515414,0.0184
"32",12,NA,41.2366614472245,71.9285759367959,0.0156
"33",12,NA,2.74228210260155,4.64084195188312,0.0022
