"","Dimension","lambda","ESS","ESS.sec","AR"
"158",4,NA,235.718549095539,450.224413523562,0.0586
"159",4,NA,207.28610913221,400.379534751989,0.0474
"160",4,NA,154.96288456592,296.992858765293,0.0384
"161",4,NA,2.94978646567046,5.55671382726976,0.9996
"162",4,NA,47.1791283258665,89.0333286932412,0.8867
"163",4,NA,142.125799538557,265.625353747252,0.7612
"164",4,NA,286.455705417839,527.877208662351,0.6578
"165",4,NA,437.13613296519,820.022904086304,0.565
"166",4,NA,574.342145883629,1102.91126947327,0.4782
"167",4,NA,676.143151404821,1300.87536536613,0.3996
"168",4,NA,665.311451411452,1248.06160696354,0.3299
"169",4,NA,628.23826395424,1221.11055867367,0.2636
"170",4,NA,618.141895098975,1173.53260533864,0.2271
"171",4,NA,561.434603194074,1089.37075642351,0.1794
"172",4,NA,520.418570460395,1009.29475475764,0.1541
"173",4,NA,459.312884374026,858.517522948719,0.1291
"174",4,NA,424.456793393479,818.258243872117,0.1145
"175",4,NA,365.005724763833,694.567871791975,0.0944
"176",4,NA,286.273764771839,551.540539064075,0.0767
"177",4,NA,268.709558790739,502.511814203753,0.0648
"178",4,NA,253.057668623132,465.425004423015,0.0557
"179",4,NA,248.415062496692,479.630544114375,0.0517
"180",4,NA,166.590941531759,322.095356565522,0.0382
"181",4,NA,3.71137801750393,6.86979255745867,0.9992
"182",4,NA,43.3187662940734,83.4023753694271,0.8811
"183",4,NA,138.249208907806,245.068369510339,0.7605
"184",4,NA,265.871135693359,489.713125828649,0.6589
"185",4,NA,430.08640424866,807.648280748199,0.5636
"186",4,NA,487.784476238935,906.342700066659,0.4811
"187",4,NA,620.604300319986,1153.51175856018,0.4015
"188",4,NA,640.713238067213,1210.08509908328,0.3207
"189",4,NA,581.420128385959,1056.74738502054,0.2694
"190",4,NA,578.664755787413,1116.16326328877,0.2276
"191",4,NA,588.774436167323,1088.73825465612,0.1951
"192",4,NA,457.394569548298,777.062638707117,0.1519
"193",4,NA,488.729652905705,908.539633957342,0.1361
"194",4,NA,406.457010347548,779.845680018317,0.1055
"195",4,NA,347.079285935444,645.849053320392,0.0942
"196",4,NA,278.388380348307,533.173164137249,0.0777
"197",4,NA,278.206685953671,535.810560206295,0.0721
"198",4,NA,183.639721214157,336.637240038838,0.0587
"199",4,NA,216.519815855762,410.227584390204,0.0475
"200",4,NA,169.121371379436,319.301195449796,0.0406
