"","Dimension","L","Stepsize","ESS","ESS.L","AR"
"424",4,4,0.625,3740.58686009769,935.146715024423,0.7559
"425",4,5,0.5,4639.12077191461,927.824154382923,0.8613
"426",4,6,0.416666666666667,4890.26951297365,815.044918828943,0.9171
"427",4,7,0.357142857142857,4891.84088416827,698.834412024038,0.939
"428",4,8,0.3125,5405.15457925831,675.644322407289,0.9589
"429",4,9,0.277777777777778,4915.95004890268,546.216672100298,0.9674
"430",4,10,0.25,5017.10217999026,501.710217999026,0.9726
"431",4,11,0.227272727272727,4843.49880545401,440.318073223092,0.9787
"432",4,12,0.208333333333333,5029.80431662466,419.150359718721,0.9836
"433",4,13,0.192307692307692,5569.8922317478,428.453248595984,0.9829
"434",4,14,0.178571428571429,4883.58990338437,348.827850241741,0.9867
"435",4,15,0.166666666666667,5285.89918256872,352.393278837915,0.9884
"436",4,16,0.15625,5482.8326450941,342.677040318381,0.9899
"437",4,17,0.147058823529412,5387.28731843528,316.899254025604,0.9915
"438",4,18,0.138888888888889,5678.77775023533,315.487652790852,0.9903
"439",4,19,0.131578947368421,5769.89933377123,303.678912303749,0.9931
"440",4,20,0.125,5087.62920788544,254.381460394272,0.9928
"441",10,1,2.5,0,0,0
"442",10,2,1.25,7.72588799946497,3.86294399973248,0.0023
"443",10,3,0.833333333333333,1004.76773116541,334.922577055135,0.273
"444",10,4,0.625,2608.26846947778,652.067117369446,0.6087
"445",10,5,0.5,3391.17185850109,678.234371700217,0.769
"446",10,6,0.416666666666667,3939.94152342591,656.656920570985,0.8514
"447",10,7,0.357142857142857,4471.46256155448,638.780365936354,0.8997
"448",10,8,0.3125,4847.8072799692,605.97590999615,0.9333
"449",10,9,0.277777777777778,4799.47430625628,533.274922917364,0.9465
"450",10,10,0.25,4796.89903072335,479.689903072335,0.9525
"451",10,11,0.227272727272727,4240.9538071158,385.541255192346,0.9638
"452",10,12,0.208333333333333,4824.84898131734,402.070748443112,0.9686
"453",10,13,0.192307692307692,4764.72402710766,366.517232854436,0.9717
"454",10,14,0.178571428571429,4795.19164109032,342.513688649309,0.9784
"455",10,15,0.166666666666667,5000.96911570215,333.39794104681,0.9809
"456",10,16,0.15625,5077.83290734312,317.364556708945,0.9823
"457",10,17,0.147058823529412,5138.65182654134,302.273636855373,0.987
"458",10,18,0.138888888888889,4751.90984904378,263.994991613544,0.9866
"459",10,19,0.131578947368421,5222.99235903482,274.894334686043,0.9888
"460",10,20,0.125,4933.90779098044,246.695389549022,0.9866
"461",50,1,2.5,0,0,0
"462",50,2,1.25,0,0,0
"463",50,3,0.833333333333333,15.2774718134229,5.09249060447431,0.0073
"464",50,4,0.625,473.525567479942,118.381391869986,0.2076
"465",50,5,0.5,1611.08170942432,322.216341884863,0.5009
"466",50,6,0.416666666666667,2298.36929412789,383.061549021314,0.6739
"467",50,7,0.357142857142857,2990.10923343808,427.158461919726,0.778
"468",50,8,0.3125,3695.33979546076,461.917474432594,0.8378
"469",50,9,0.277777777777778,3955.98438986382,439.55382109598,0.8733
"470",50,10,0.25,4303.58153343957,430.358153343957,0.8996
"471",50,11,0.227272727272727,4042.94917284342,367.540833894856,0.9135
"472",50,12,0.208333333333333,3658.46718120812,304.872265100676,0.9266
"473",50,13,0.192307692307692,4434.9489807949,341.149921599608,0.9406
"474",50,14,0.178571428571429,4557.79943188663,325.557102277617,0.9494
"475",50,15,0.166666666666667,4734.89377227606,315.659584818404,0.9552
"476",50,16,0.15625,4556.24622667339,284.765389167087,0.9612
"477",50,17,0.147058823529412,4215.73006610072,247.984121535336,0.966
"478",50,18,0.138888888888889,4526.65527204723,251.480848447068,0.967
"479",50,19,0.131578947368421,4375.43007067173,230.285793193249,0.9718
"480",50,20,0.125,4602.54212097578,230.127106048789,0.9737
"481",100,1,2.5,0,0,0
"482",100,2,1.25,0,0,0
"483",100,3,0.833333333333333,2.30208674942071,0.767362249806902,1e-04
"484",100,4,0.625,137.798248279824,34.4495620699559,0.0807
"485",100,5,0.5,703.415852746567,140.683170549313,0.3347
"486",100,6,0.416666666666667,1564.77380247768,260.795633746281,0.5567
"487",100,7,0.357142857142857,2487.03328183055,355.290468832935,0.6892
"488",100,8,0.3125,2818.70391124237,352.337988905297,0.7656
"489",100,9,0.277777777777778,3384.07138681712,376.007931868569,0.8166
"490",100,10,0.25,3258.37868644584,325.837868644584,0.8463
"491",100,11,0.227272727272727,3476.29541763563,316.026856148694,0.8792
"492",100,12,0.208333333333333,4071.97881135778,339.331567613148,0.9003
"493",100,13,0.192307692307692,3745.20502516234,288.092694243257,0.9117
"494",100,14,0.178571428571429,4029.37183123462,287.812273659615,0.9271
"495",100,15,0.166666666666667,4242.95836455949,282.863890970633,0.9373
"496",100,16,0.15625,4401.35321832103,275.084576145064,0.9435
"497",100,17,0.147058823529412,4155.22965380589,244.425273753288,0.9495
"498",100,18,0.138888888888889,4443.94924144767,246.886068969315,0.9595
"499",100,19,0.131578947368421,4388.56977935715,230.977356808271,0.9605
"500",100,20,0.125,4654.0088541735,232.700442708675,0.961
"501",2,1,2.5,42.2311759558238,42.2311759558238,0.0222
"502",2,2,1.25,820.09795480456,410.04897740228,0.2229
"503",2,3,0.833333333333333,3445.26112360455,1148.42037453485,0.7018
"504",2,4,0.625,4752.95036544516,1188.23759136129,0.8491
"505",2,5,0.5,4806.15388628348,961.230777256696,0.9166
"506",2,6,0.416666666666667,5656.55373959837,942.758956599729,0.9452
"507",2,7,0.357142857142857,4791.53454338938,684.504934769912,0.966
"508",2,8,0.3125,4272.57674687103,534.072093358879,0.972
"509",2,9,0.277777777777778,5170.18647077474,574.465163419415,0.9772
"510",2,10,0.25,4380.92682367943,438.092682367943,0.9844
"511",2,11,0.227272727272727,7571.08818046262,688.28074367842,0.9861
"512",2,12,0.208333333333333,5606.01586348256,467.167988623547,0.9893
"513",2,13,0.192307692307692,4929.47086209176,379.190066314751,0.9902
"514",2,14,0.178571428571429,4817.6303827496,344.116455910685,0.9912
"515",2,15,0.166666666666667,5458.72430513319,363.914953675546,0.992
"516",2,16,0.15625,5308.85453260965,331.803408288103,0.9907
"517",2,17,0.147058823529412,5817.41618275788,342.200951926934,0.9929
"518",2,18,0.138888888888889,5735.26311880663,318.62572882259,0.9945
"519",2,19,0.131578947368421,6036.78947914695,317.725762060366,0.9955
"520",2,20,0.125,5688.009666095,284.40048330475,0.9952
"521",4,1,2.5,4.58941601629431,4.58941601629431,0.0017
"522",4,2,1.25,165.08772693616,82.5438634680799,0.0679
"523",4,3,0.833333333333333,2213.25380917575,737.751269725249,0.5213
"524",4,4,0.625,3587.44768017956,896.861920044891,0.7664
"525",4,5,0.5,4540.45224307076,908.090448614151,0.8698
"526",4,6,0.416666666666667,4847.92444842249,807.987408070414,0.9209
"527",4,7,0.357142857142857,4859.911688124,694.273098303429,0.9402
"528",4,8,0.3125,5032.83823874468,629.104779843085,0.9531
"529",4,9,0.277777777777778,4956.97001635182,550.774446261314,0.9654
"530",4,10,0.25,5737.51406891138,573.751406891138,0.9743
"531",4,11,0.227272727272727,5560.67212372832,505.515647611665,0.9774
"532",4,12,0.208333333333333,5724.86414627659,477.072012189716,0.9801
"533",4,13,0.192307692307692,5115.67793580812,393.513687369855,0.9839
"534",4,14,0.178571428571429,4883.61148654983,348.829391896416,0.9867
"535",4,15,0.166666666666667,5716.17227438623,381.078151625749,0.9874
"536",4,16,0.15625,5071.48618693295,316.96788668331,0.9901
"537",4,17,0.147058823529412,4667.89679024411,274.582164132007,0.9915
"538",4,18,0.138888888888889,5073.04363221925,281.835757345514,0.9913
"539",4,19,0.131578947368421,5304.6178755252,279.190414501326,0.9921
"540",4,20,0.125,5522.88387111268,276.144193555634,0.9929
"541",10,1,2.5,0,0,0
"542",10,2,1.25,12.9633394042566,6.4816697021283,0.0042
"543",10,3,0.833333333333333,1009.66511065321,336.555036884403,0.259
"544",10,4,0.625,2544.1505330167,636.037633254175,0.6019
"545",10,5,0.5,3585.06581022261,717.013162044522,0.7765
"546",10,6,0.416666666666667,3680.9160182397,613.486003039951,0.8565
"547",10,7,0.357142857142857,4580.93157962559,654.418797089369,0.9007
"548",10,8,0.3125,3995.48956067746,499.436195084683,0.9265
"549",10,9,0.277777777777778,4102.84455614736,455.871617349707,0.942
"550",10,10,0.25,5059.66351592093,505.966351592093,0.9563
"551",10,11,0.227272727272727,4962.37309412599,451.124826738726,0.9654
"552",10,12,0.208333333333333,5076.22166547505,423.018472122921,0.9702
"553",10,13,0.192307692307692,5388.80418004909,414.523398465314,0.9765
"554",10,14,0.178571428571429,5322.98057988129,380.212898562949,0.9776
"555",10,15,0.166666666666667,5096.37471735096,339.758314490064,0.9801
"556",10,16,0.15625,4878.27620341894,304.892262713683,0.9848
"557",10,17,0.147058823529412,5284.41957417962,310.84821024586,0.986
"558",10,18,0.138888888888889,5066.36721334038,281.464845185577,0.9859
"559",10,19,0.131578947368421,4894.0611081913,257.582163589016,0.9881
"560",10,20,0.125,4915.76168102836,245.788084051418,0.991
"561",50,1,2.5,0,0,0
"562",50,2,1.25,0,0,0
"563",50,3,0.833333333333333,21.1016705336104,7.03389017787012,0.0078
"564",50,4,0.625,543.381229125791,135.845307281448,0.2203
"565",50,5,0.5,1562.66038702671,312.532077405342,0.4923
"566",50,6,0.416666666666667,2516.62538565418,419.437564275696,0.6724
"567",50,7,0.357142857142857,3290.72555210782,470.103650301118,0.7703
"568",50,8,0.3125,3662.15572858411,457.769466073014,0.8281
"569",50,9,0.277777777777778,3510.84144149663,390.093493499626,0.8735
"570",50,10,0.25,4279.48661603906,427.948661603906,0.8954
"571",50,11,0.227272727272727,4210.98346290515,382.816678445923,0.9158
"572",50,12,0.208333333333333,3937.45631530958,328.121359609131,0.9311
"573",50,13,0.192307692307692,4455.85603118546,342.758156245036,0.9414
"574",50,14,0.178571428571429,4409.80282647814,314.98591617701,0.9463
"575",50,15,0.166666666666667,4745.86951486718,316.391300991146,0.957
"576",50,16,0.15625,4757.08158854848,297.31759928428,0.9592
"577",50,17,0.147058823529412,4580.16704297704,269.421590763355,0.9636
"578",50,18,0.138888888888889,4628.61167527219,257.145093070677,0.9675
"579",50,19,0.131578947368421,4453.19373392702,234.378617575106,0.9699
"580",50,20,0.125,4629.76824060527,231.488412030264,0.9753
"581",100,1,2.5,0,0,0
"582",100,2,1.25,0,0,0
"583",100,3,0.833333333333333,1.2096570433634,0.403219014454467,2e-04
"584",100,4,0.625,110.066180438106,27.5165451095265,0.0835
"585",100,5,0.5,640.711219461621,128.142243892324,0.3328
"586",100,6,0.416666666666667,1780.81584611376,296.802641018959,0.5531
"587",100,7,0.357142857142857,2468.05618684227,352.579455263181,0.6797
"588",100,8,0.3125,3026.8650728059,378.358134100738,0.7674
"589",100,9,0.277777777777778,3566.71542750601,396.301714167335,0.826
"590",100,10,0.25,3651.96340597137,365.196340597137,0.8485
"591",100,11,0.227272727272727,3722.2447961906,338.385890562782,0.8783
"592",100,12,0.208333333333333,4169.81941433595,347.484951194662,0.897
"593",100,13,0.192307692307692,3171.9935063717,243.999500490131,0.9161
"594",100,14,0.178571428571429,4115.92424946522,293.994589247516,0.9258
"595",100,15,0.166666666666667,4027.36362749751,268.490908499834,0.9396
"596",100,16,0.15625,4529.01252137619,283.063282586012,0.948
"597",100,17,0.147058823529412,4354.55256760292,256.150151035466,0.9514
"598",100,18,0.138888888888889,3974.16704673126,220.787058151737,0.957
"599",100,19,0.131578947368421,4662.74704467262,245.407739193296,0.9615
"600",100,20,0.125,4787.7958475184,239.38979237592,0.9632
"601",2,1,2.5,63.0909807919287,63.0909807919287,0.0221
"602",2,2,1.25,833.370039272647,416.685019636324,0.2238
"603",2,3,0.833333333333333,3476.28031076877,1158.76010358959,0.7023
"604",2,4,0.625,4043.5406485475,1010.88516213688,0.8451
"605",2,5,0.5,4934.70077482096,986.940154964192,0.9163
"606",2,6,0.416666666666667,6088.46201385192,1014.74366897532,0.95
"607",2,7,0.357142857142857,5387.79183089894,769.684547271277,0.9598
"608",2,8,0.3125,5160.85291048575,645.106613810719,0.97
"609",2,9,0.277777777777778,5975.32686553039,663.925207281154,0.979
"610",2,10,0.25,5093.83029622098,509.383029622098,0.9806
"611",2,11,0.227272727272727,5690.81458474388,517.346780431262,0.9855
"612",2,12,0.208333333333333,5870.18834671608,489.18236222634,0.988
"613",2,13,0.192307692307692,5461.04471363617,420.080362587398,0.9911
"614",2,14,0.178571428571429,5459.87445781032,389.991032700737,0.9902
"615",2,15,0.166666666666667,5986.35490122155,399.090326748103,0.9938
"616",2,16,0.15625,5376.5726497467,336.035790609169,0.9937
"617",2,17,0.147058823529412,5592.13777907059,328.9492811218,0.9945
"618",2,18,0.138888888888889,5466.25709989327,303.680949994071,0.9951
"619",2,19,0.131578947368421,5776.59194420345,304.031154958077,0.9956
"620",2,20,0.125,5437.99773863035,271.899886931518,0.9964
"621",4,1,2.5,9.04010412155313,9.04010412155313,0.0028
"622",4,2,1.25,156.04498861421,78.0224943071051,0.0698
"623",4,3,0.833333333333333,2400.29449312487,800.098164374957,0.528
"624",4,4,0.625,3496.87611059917,874.219027649792,0.7641
"625",4,5,0.5,4693.81505415794,938.763010831588,0.8733
"626",4,6,0.416666666666667,4444.29741406663,740.716235677771,0.9168
"627",4,7,0.357142857142857,5264.11350721738,752.016215316768,0.9393
"628",4,8,0.3125,5124.88661984855,640.610827481069,0.9558
"629",4,9,0.277777777777778,5540.55675681319,615.617417423688,0.9658
"630",4,10,0.25,5070.17898975668,507.017898975668,0.9745
"631",4,11,0.227272727272727,5492.39164738909,499.308331580826,0.9785
"632",4,12,0.208333333333333,5741.51493824328,478.45957818694,0.9818
"633",4,13,0.192307692307692,4884.59309595638,375.737930458183,0.9845
"634",4,14,0.178571428571429,5435.08783801261,388.220559858043,0.9858
"635",4,15,0.166666666666667,5404.62384712322,360.308256474881,0.9885
"636",4,16,0.15625,5357.49042728865,334.843151705541,0.9906
"637",4,17,0.147058823529412,5343.07046494125,314.298262643603,0.9901
"638",4,18,0.138888888888889,5292.79451903148,294.044139946194,0.9935
"639",4,19,0.131578947368421,5283.47781992459,278.077779996031,0.9927
"640",4,20,0.125,5367.85208044311,268.392604022156,0.9942
"641",10,1,2.5,0,0,0
"642",10,2,1.25,11.8809882852158,5.94049414260791,0.0046
"643",10,3,0.833333333333333,846.18376110549,282.06125370183,0.2671
"644",10,4,0.625,2445.59582972392,611.398957430981,0.6029
"645",10,5,0.5,3611.17830987675,722.235661975349,0.7752
"646",10,6,0.416666666666667,3702.29760096163,617.049600160271,0.8543
"647",10,7,0.357142857142857,3900.77362637683,557.253375196689,0.899
"648",10,8,0.3125,4948.88318269191,618.610397836489,0.9299
"649",10,9,0.277777777777778,5032.18728656253,559.13192072917,0.9449
"650",10,10,0.25,4912.68746691389,491.268746691389,0.9565
"651",10,11,0.227272727272727,4956.51378831784,450.592162574349,0.9632
"652",10,12,0.208333333333333,4764.73881328721,397.061567773934,0.968
"653",10,13,0.192307692307692,4838.24233126295,372.172487020227,0.9757
"654",10,14,0.178571428571429,4827.48732714672,344.820523367623,0.9764
"655",10,15,0.166666666666667,4697.10395558165,313.140263705443,0.9811
"656",10,16,0.15625,5172.54044319016,323.283777699385,0.9809
"657",10,17,0.147058823529412,5457.24457127182,321.014386545401,0.9844
"658",10,18,0.138888888888889,5179.11490168186,287.728605648992,0.9871
"659",10,19,0.131578947368421,5404.29437917097,284.436546272156,0.987
"660",10,20,0.125,5121.41686218731,256.070843109366,0.9882
"661",50,1,2.5,0,0,0
"662",50,2,1.25,0,0,0
"663",50,3,0.833333333333333,12.4464632715484,4.14882109051613,0.0092
"664",50,4,0.625,576.24122616708,144.06030654177,0.221
"665",50,5,0.5,1610.19973602989,322.039947205978,0.5003
"666",50,6,0.416666666666667,2616.04164425157,436.006940708595,0.6783
"667",50,7,0.357142857142857,3118.52066622258,445.502952317512,0.7766
"668",50,8,0.3125,3642.77095156484,455.346368945605,0.842
"669",50,9,0.277777777777778,3755.75234444176,417.305816049085,0.8689
"670",50,10,0.25,3990.41730622345,399.041730622345,0.8979
"671",50,11,0.227272727272727,4450.31699005244,404.574271822949,0.9114
"672",50,12,0.208333333333333,4491.47557650089,374.289631375074,0.932
"673",50,13,0.192307692307692,4036.82921887159,310.525324528584,0.942
"674",50,14,0.178571428571429,4674.77151470843,333.912251050602,0.9523
"675",50,15,0.166666666666667,4723.11844766775,314.87456317785,0.9575
"676",50,16,0.15625,4773.54635760212,298.346647350133,0.9585
"677",50,17,0.147058823529412,4719.52590323969,277.619170778806,0.9634
"678",50,18,0.138888888888889,3816.4068330736,212.022601837422,0.9687
"679",50,19,0.131578947368421,4693.85296708112,247.04489300427,0.972
"680",50,20,0.125,4679.52361657836,233.976180828918,0.9755
"681",100,1,2.5,0,0,0
"682",100,2,1.25,0,0,0
"683",100,3,0.833333333333333,2.06343408272177,0.687811360907255,4e-04
"684",100,4,0.625,121.490454268738,30.3726135671846,0.0827
"685",100,5,0.5,820.25230099199,164.050460198398,0.3441
"686",100,6,0.416666666666667,1332.17937972715,222.029896621192,0.5492
"687",100,7,0.357142857142857,2416.53386427228,345.219123467469,0.6862
"688",100,8,0.3125,2782.27608081166,347.784510101458,0.7672
"689",100,9,0.277777777777778,3536.27954701976,392.919949668863,0.8165
"690",100,10,0.25,3613.52339962829,361.352339962829,0.8551
"691",100,11,0.227272727272727,3995.62496223859,363.238632930781,0.8822
"692",100,12,0.208333333333333,4117.75530698098,343.146275581748,0.9019
"693",100,13,0.192307692307692,4118.6984617794,316.822958598416,0.9157
"694",100,14,0.178571428571429,4247.02066677494,303.358619055353,0.9305
"695",100,15,0.166666666666667,4267.65560051012,284.510373367341,0.9406
"696",100,16,0.15625,4492.99161156355,280.811975722722,0.9463
"697",100,17,0.147058823529412,4385.67405870422,257.980826982601,0.9525
"698",100,18,0.138888888888889,4361.41745007893,242.30096944883,0.9577
"699",100,19,0.131578947368421,4474.94613429122,235.52348075217,0.961
"700",100,20,0.125,4563.030359309,228.15151796545,0.963
"701",2,1,2.5,24.6392317552932,24.6392317552932,0.0241
"702",2,2,1.25,906.448539984874,453.224269992437,0.229
"703",2,3,0.833333333333333,3412.56797424773,1137.52265808257,0.7005
"704",2,4,0.625,4521.91881030164,1130.47970257541,0.8474
"705",2,5,0.5,4789.00055300831,957.800110601662,0.921
"706",2,6,0.416666666666667,4608.34877529876,768.05812921646,0.9457
"707",2,7,0.357142857142857,5273.29128908835,753.327327012622,0.9651
"708",2,8,0.3125,5843.28180915377,730.410226144222,0.9709
"709",2,9,0.277777777777778,5480.93075862405,608.992306513783,0.9792
"710",2,10,0.25,5791.43087245251,579.143087245251,0.9812
"711",2,11,0.227272727272727,4920.28226870477,447.29838806407,0.9842
"712",2,12,0.208333333333333,5582.43583473792,465.20298622816,0.9897
"713",2,13,0.192307692307692,5074.77448517314,390.367268090241,0.99
"714",2,14,0.178571428571429,5828.70526699309,416.336090499506,0.9887
"715",2,15,0.166666666666667,5061.16003702674,337.410669135116,0.991
"716",2,16,0.15625,5236.22939897632,327.26433743602,0.9931
"717",2,17,0.147058823529412,5075.74409398064,298.573181998861,0.9929
"718",2,18,0.138888888888889,5703.78958288674,316.877199049263,0.995
"719",2,19,0.131578947368421,6181.06237500945,325.319072368919,0.9949
"720",2,20,0.125,5340.1934994038,267.00967497019,0.9942
"721",4,1,2.5,6.10874729904191,6.10874729904191,0.0026
"722",4,2,1.25,154.929727317933,77.4648636589665,0.066
"723",4,3,0.833333333333333,2221.07281746945,740.357605823149,0.5315
"724",4,4,0.625,4095.17388102475,1023.79347025619,0.7658
"725",4,5,0.5,4471.94028046771,894.388056093542,0.8658
"726",4,6,0.416666666666667,4882.44457115181,813.740761858635,0.9164
"727",4,7,0.357142857142857,5168.73688303094,738.390983290134,0.942
"728",4,8,0.3125,4788.12546364147,598.515682955183,0.9514
"729",4,9,0.277777777777778,5312.21789844835,590.246433160928,0.9676
"730",4,10,0.25,5267.63098523513,526.763098523513,0.9711
"731",4,11,0.227272727272727,5160.62255417954,469.147504925413,0.9779
"732",4,12,0.208333333333333,5526.53273401618,460.544394501348,0.9812
"733",4,13,0.192307692307692,5218.77700636384,401.444385104911,0.9842
"734",4,14,0.178571428571429,5379.24429483757,384.23173534554,0.9864
"735",4,15,0.166666666666667,5460.94487578904,364.062991719269,0.9884
"736",4,16,0.15625,5020.38997667088,313.77437354193,0.9911
"737",4,17,0.147058823529412,5140.9201574097,302.407068082923,0.9891
"738",4,18,0.138888888888889,5395.84395046487,299.76910835916,0.9925
"739",4,19,0.131578947368421,5308.54031617404,279.396858746002,0.9932
"740",4,20,0.125,4682.12832684928,234.106416342464,0.9927
"741",10,1,2.5,0,0,0
"742",10,2,1.25,12.2716460107925,6.13582300539627,0.0038
"743",10,3,0.833333333333333,934.725031755726,311.575010585242,0.2626
"744",10,4,0.625,2667.63156357085,666.907890892713,0.6048
"745",10,5,0.5,3608.23062360463,721.646124720925,0.7773
"746",10,6,0.416666666666667,4285.58086845182,714.263478075303,0.857
"747",10,7,0.357142857142857,4311.83467778257,615.976382540368,0.8996
"748",10,8,0.3125,4933.50531873042,616.688164841303,0.9279
"749",10,9,0.277777777777778,5046.08583408734,560.676203787483,0.9451
"750",10,10,0.25,5109.54374261397,510.954374261397,0.9534
"751",10,11,0.227272727272727,5139.72211506158,467.247465005598,0.9619
"752",10,12,0.208333333333333,4978.79400224355,414.899500186963,0.9708
"753",10,13,0.192307692307692,5071.39589892542,390.107376840417,0.9771
"754",10,14,0.178571428571429,5190.34604239794,370.739003028424,0.9791
"755",10,15,0.166666666666667,5116.21417662747,341.080945108498,0.9794
"756",10,16,0.15625,4976.72182334639,311.045113959149,0.9832
"757",10,17,0.147058823529412,4932.19616428391,290.129186134348,0.9867
"758",10,18,0.138888888888889,5042.96344666974,280.164635926097,0.988
"759",10,19,0.131578947368421,5482.9787590024,288.577829421179,0.9884
"760",10,20,0.125,4931.27340966038,246.563670483019,0.9897
"761",50,1,2.5,0,0,0
"762",50,2,1.25,0,0,0
"763",50,3,0.833333333333333,15.7327394338394,5.24424647794647,0.008
"764",50,4,0.625,423.409509127936,105.852377281984,0.2171
"765",50,5,0.5,1464.6929790242,292.938595804839,0.5049
"766",50,6,0.416666666666667,2581.8896947752,430.314949129201,0.6834
"767",50,7,0.357142857142857,3392.9466825091,484.706668929871,0.7772
"768",50,8,0.3125,3821.76344180748,477.720430225936,0.8287
"769",50,9,0.277777777777778,3871.22726443675,430.136362715194,0.8683
"770",50,10,0.25,3755.74901181842,375.574901181842,0.8963
"771",50,11,0.227272727272727,4150.09963614578,377.281785104162,0.9114
"772",50,12,0.208333333333333,4542.03362175155,378.502801812629,0.9279
"773",50,13,0.192307692307692,4454.16239983901,342.627876910693,0.9369
"774",50,14,0.178571428571429,3900.0013055882,278.571521827729,0.9485
"775",50,15,0.166666666666667,4469.31822049749,297.954548033166,0.9519
"776",50,16,0.15625,4644.62691115183,290.28918194699,0.9614
"777",50,17,0.147058823529412,4478.53404301556,263.443179000915,0.9669
"778",50,18,0.138888888888889,4701.85498171942,261.214165651079,0.9687
"779",50,19,0.131578947368421,4910.79186681904,258.462729832581,0.9706
"780",50,20,0.125,4381.09620187416,219.054810093708,0.9755
"781",100,1,2.5,0,0,0
"782",100,2,1.25,0,0,0
"783",100,3,0.833333333333333,1.66285495191284,0.554284983970948,2e-04
"784",100,4,0.625,115.708501196924,28.927125299231,0.0686
"785",100,5,0.5,847.098678605953,169.419735721191,0.3331
"786",100,6,0.416666666666667,1912.58220635172,318.76370105862,0.5526
"787",100,7,0.357142857142857,2337.34905994673,333.907008563819,0.6854
"788",100,8,0.3125,3229.96492523051,403.745615653814,0.7606
"789",100,9,0.277777777777778,3299.14798459288,366.571998288098,0.8242
"790",100,10,0.25,3059.43501190275,305.943501190275,0.845
"791",100,11,0.227272727272727,3963.17231651926,360.288392410841,0.8788
"792",100,12,0.208333333333333,4274.69337133452,356.22444761121,0.9017
"793",100,13,0.192307692307692,3776.65542433849,290.511955718345,0.9069
"794",100,14,0.178571428571429,4183.7019285591,298.835852039936,0.9261
"795",100,15,0.166666666666667,4517.93726623573,301.195817749048,0.939
"796",100,16,0.15625,4270.53570106275,266.908481316422,0.943
"797",100,17,0.147058823529412,4192.0270930138,246.589829000812,0.9486
"798",100,18,0.138888888888889,4391.36816919909,243.964898288838,0.9562
"799",100,19,0.131578947368421,4512.96220558254,237.524326609607,0.9588
"800",100,20,0.125,4121.30069842665,206.065034921332,0.9627
"801",2,1,2.5,64.2489768224386,64.2489768224386,0.0324
"802",2,2,1.25,916.769665691567,458.384832845783,0.2221
"803",2,3,0.833333333333333,3424.96112842929,1141.65370947643,0.7059
"804",2,4,0.625,4799.86550609876,1199.96637652469,0.8485
"805",2,5,0.5,5048.60653330741,1009.72130666148,0.9207
"806",2,6,0.416666666666667,5600.75570088364,933.459283480606,0.9494
"807",2,7,0.357142857142857,5341.6013430626,763.085906151799,0.9627
"808",2,8,0.3125,5417.45512209087,677.181890261359,0.9718
"809",2,9,0.277777777777778,5746.16328828742,638.462587587491,0.98
"810",2,10,0.25,5595.33398071303,559.533398071303,0.9808
"811",2,11,0.227272727272727,5625.02881679908,511.366256072644,0.9859
"812",2,12,0.208333333333333,5691.71991868106,474.309993223422,0.9864
"813",2,13,0.192307692307692,5687.95276754396,437.534828272612,0.99
"814",2,14,0.178571428571429,5047.45960982324,360.532829273088,0.992
"815",2,15,0.166666666666667,5272.97188221772,351.531458814515,0.9911
"816",2,16,0.15625,5985.18828460217,374.074267787636,0.9938
"817",2,17,0.147058823529412,5660.11410591388,332.947888583169,0.9933
"818",2,18,0.138888888888889,6269.29546468435,348.294192482464,0.9929
"819",2,19,0.131578947368421,5694.82467530466,299.727614489719,0.9945
"820",2,20,0.125,6084.26007716658,304.213003858329,0.9956
"821",4,1,2.5,10.4630296300489,10.4630296300489,0.0033
"822",4,2,1.25,188.902928003284,94.4514640016422,0.0633
"823",4,3,0.833333333333333,2204.433915177,734.811305059001,0.5266
"824",4,4,0.625,3433.8604571781,858.465114294524,0.7596
"825",4,5,0.5,4663.24286848276,932.648573696551,0.8664
"826",4,6,0.416666666666667,4404.01353605118,734.002256008531,0.9185
"827",4,7,0.357142857142857,5141.46158198585,734.494511712264,0.9402
"828",4,8,0.3125,5530.6687016424,691.3335877053,0.9558
"829",4,9,0.277777777777778,5425.68281065254,602.85364562806,0.9676
"830",4,10,0.25,5562.33446705924,556.233446705924,0.9735
"831",4,11,0.227272727272727,5448.75993147528,495.341811952298,0.9759
"832",4,12,0.208333333333333,5129.70718940109,427.475599116758,0.9795
"833",4,13,0.192307692307692,5400.44672952129,415.418979193946,0.9849
"834",4,14,0.178571428571429,4868.03827221492,347.717019443923,0.988
"835",4,15,0.166666666666667,5346.61876633969,356.441251089313,0.9882
"836",4,16,0.15625,5237.40400182278,327.337750113924,0.99
"837",4,17,0.147058823529412,5312.87136874408,312.52184522024,0.9916
"838",4,18,0.138888888888889,5601.43507962988,311.190837757216,0.9916
"839",4,19,0.131578947368421,5316.16574462262,279.798197085401,0.9929
"840",4,20,0.125,5485.9693497196,274.29846748598,0.994
"841",10,1,2.5,0,0,0
"842",10,2,1.25,3.32333618301628,1.66166809150814,0.0035
"843",10,3,0.833333333333333,1015.71355034484,338.571183448281,0.2591
"844",10,4,0.625,2503.15350255824,625.78837563956,0.5896
"845",10,5,0.5,3685.55949811658,737.111899623316,0.7674
"846",10,6,0.416666666666667,3991.43358850313,665.238931417187,0.8551
"847",10,7,0.357142857142857,4590.73126450248,655.818752071783,0.904
"848",10,8,0.3125,4663.03112746337,582.878890932921,0.9296
"849",10,9,0.277777777777778,4821.29512324375,535.699458138194,0.9449
"850",10,10,0.25,4659.60984726727,465.960984726727,0.9522
