"","Dimension","L","Stepsize","ESS","ESS.L","AR"
"188",100,8,0.3125,3145.96263181991,393.245328977488,0.7801
"189",100,9,0.277777777777778,3570.07267203052,396.674741336725,0.8198
"190",100,10,0.25,3737.33411166957,373.733411166957,0.8536
"191",100,11,0.227272727272727,3539.94338386645,321.81303489695,0.8805
"192",100,12,0.208333333333333,4262.1297825306,355.17748187755,0.8988
"193",100,13,0.192307692307692,4058.86998194071,312.220767841593,0.9143
"194",100,14,0.178571428571429,3887.58910301362,277.684935929544,0.929
"195",100,15,0.166666666666667,3832.36813033755,255.49120868917,0.9377
"196",100,16,0.15625,4568.61282252062,285.538301407539,0.9446
"197",100,17,0.147058823529412,4375.85012516384,257.40294853905,0.9487
"198",100,18,0.138888888888889,4704.91134414008,261.383963563338,0.9604
"199",100,19,0.131578947368421,4520.74032819827,237.933701484119,0.9614
"200",100,20,0.125,4509.989672431,225.49948362155,0.9633
"201",2,1,2.5,48.9089984602563,48.9089984602563,0.0246
"202",2,2,1.25,937.05838307015,468.529191535075,0.2183
"203",2,3,0.833333333333333,4082.64688077991,1360.8822935933,0.7033
"204",2,4,0.625,4692.15570112835,1173.03892528209,0.8547
"205",2,5,0.5,4929.47591391536,985.895182783072,0.9177
"206",2,6,0.416666666666667,5301.80500782381,883.634167970635,0.9498
"207",2,7,0.357142857142857,5113.7966031116,730.542371873086,0.9604
"208",2,8,0.3125,4837.05206481482,604.631508101853,0.9689
"209",2,9,0.277777777777778,5193.65325494397,577.072583882663,0.9798
"210",2,10,0.25,5612.97123920643,561.297123920643,0.9839
"211",2,11,0.227272727272727,5067.59989283967,460.690899349061,0.9875
"212",2,12,0.208333333333333,5977.90038309434,498.158365257862,0.9895
"213",2,13,0.192307692307692,5050.51759733088,388.501353640837,0.9911
"214",2,14,0.178571428571429,5882.05899525534,420.147071089667,0.9916
"215",2,15,0.166666666666667,5315.9955679078,354.399704527187,0.9928
"216",2,16,0.15625,5543.6702874936,346.47939296835,0.9931
"217",2,17,0.147058823529412,5331.97229274507,313.645428985004,0.9952
"218",2,18,0.138888888888889,5692.6273290596,316.257073836645,0.9946
"219",2,19,0.131578947368421,5507.9222466016,289.890644557979,0.9952
"220",2,20,0.125,5359.47692631218,267.973846315609,0.9957
"221",4,1,2.5,3.11204991145262,3.11204991145262,4e-04
"222",4,2,1.25,217.789425353473,108.894712676737,0.0758
"223",4,3,0.833333333333333,2362.5876289085,787.529209636167,0.5239
"224",4,4,0.625,3717.2598241475,929.314956036874,0.7587
"225",4,5,0.5,4393.57485777601,878.714971555201,0.8612
"226",4,6,0.416666666666667,4444.00676582671,740.667794304451,0.9194
"227",4,7,0.357142857142857,4399.30120583233,628.47160083319,0.9409
"228",4,8,0.3125,5166.0412262997,645.755153287463,0.9562
"229",4,9,0.277777777777778,5147.16274078943,571.906971198826,0.9645
"230",4,10,0.25,5135.25058604035,513.525058604035,0.9724
"231",4,11,0.227272727272727,5146.25732890267,467.841575354788,0.9793
"232",4,12,0.208333333333333,4861.59841415616,405.13320117968,0.9826
"233",4,13,0.192307692307692,5102.88399077466,392.529537751897,0.9838
"234",4,14,0.178571428571429,5323.31689357493,380.236920969638,0.9862
"235",4,15,0.166666666666667,5542.34118836025,369.48941255735,0.9881
"236",4,16,0.15625,5675.01116737137,354.688197960711,0.9908
"237",4,17,0.147058823529412,5598.46015777913,329.321185751714,0.9901
"238",4,18,0.138888888888889,5473.12166159081,304.062314532823,0.9917
"239",4,19,0.131578947368421,5092.14311183821,268.007532202011,0.9923
"240",4,20,0.125,5625.88288794917,281.294144397459,0.9936
"241",10,1,2.5,0,0,0
"242",10,2,1.25,24.1304437200184,12.0652218600092,0.0076
"243",10,3,0.833333333333333,920.758314990338,306.919438330113,0.2652
"244",10,4,0.625,2456.26036899753,614.065092249383,0.5935
"245",10,5,0.5,3414.61736963845,682.923473927689,0.779
"246",10,6,0.416666666666667,4091.78005471314,681.96334245219,0.8591
"247",10,7,0.357142857142857,4653.13788503487,664.733983576411,0.9029
"248",10,8,0.3125,4961.60171752737,620.200214690921,0.9259
"249",10,9,0.277777777777778,5052.13245382512,561.348050425014,0.9425
"250",10,10,0.25,4855.352483641,485.5352483641,0.9553
"251",10,11,0.227272727272727,5325.96545267993,484.178677516358,0.9635
"252",10,12,0.208333333333333,5062.38825215147,421.865687679289,0.971
"253",10,13,0.192307692307692,5034.27992578694,387.252301983611,0.9732
"254",10,14,0.178571428571429,5416.64903617754,386.90350258411,0.9756
"255",10,15,0.166666666666667,5286.74360620519,352.449573747012,0.9804
"256",10,16,0.15625,5158.07799501928,322.379874688705,0.9829
"257",10,17,0.147058823529412,5244.12719265718,308.478070156305,0.9856
"258",10,18,0.138888888888889,5063.5975337541,281.31097409745,0.9839
"259",10,19,0.131578947368421,4892.51513581251,257.500796621711,0.9878
"260",10,20,0.125,5015.42460115706,250.771230057853,0.9897
"261",50,1,2.5,0,0,0
"262",50,2,1.25,0,0,0
"263",50,3,0.833333333333333,18.4224629014008,6.14082096713361,0.0109
"264",50,4,0.625,487.180948370002,121.795237092501,0.213
"265",50,5,0.5,1610.43838427846,322.087676855692,0.5
"266",50,6,0.416666666666667,2574.24451087646,429.040751812743,0.6727
"267",50,7,0.357142857142857,3159.53118150055,451.361597357221,0.7804
"268",50,8,0.3125,3695.23331249472,461.90416406184,0.8373
"269",50,9,0.277777777777778,3833.5534645301,425.950384947789,0.8703
"270",50,10,0.25,4300.11908907558,430.011908907558,0.898
"271",50,11,0.227272727272727,4103.27788796466,373.025262542242,0.9162
"272",50,12,0.208333333333333,4313.81266673284,359.484388894403,0.926
"273",50,13,0.192307692307692,4172.11030431771,320.931561870593,0.9397
"274",50,14,0.178571428571429,4508.27229565524,322.01944968966,0.9513
"275",50,15,0.166666666666667,3725.81196881933,248.387464587955,0.9556
"276",50,16,0.15625,4253.82445245761,265.8640282786,0.9598
"277",50,17,0.147058823529412,4397.17365782419,258.657273989658,0.9634
"278",50,18,0.138888888888889,4307.18566239781,239.288092355434,0.9705
"279",50,19,0.131578947368421,4491.38689535218,236.388783965904,0.9726
"280",50,20,0.125,4533.12177591043,226.656088795522,0.975
"281",100,1,2.5,0,0,0
"282",100,2,1.25,0,0,0
"283",100,3,0.833333333333333,2.93894681314015,0.979648937713382,2e-04
"284",100,4,0.625,156.54912103382,39.137280258455,0.0811
"285",100,5,0.5,873.138772176497,174.627754435299,0.3414
"286",100,6,0.416666666666667,1895.25071881602,315.87511980267,0.5505
"287",100,7,0.357142857142857,2679.07875753318,382.725536790454,0.6852
"288",100,8,0.3125,2979.57010879618,372.446263599522,0.7662
"289",100,9,0.277777777777778,3733.3084921214,414.812054680156,0.8227
"290",100,10,0.25,3644.6287884497,364.46287884497,0.8507
"291",100,11,0.227272727272727,4134.56456993314,375.869506357558,0.8844
"292",100,12,0.208333333333333,4016.67826505273,334.723188754394,0.8997
"293",100,13,0.192307692307692,4365.01816773859,335.770628287584,0.9162
"294",100,14,0.178571428571429,4124.83249506303,294.630892504502,0.9259
"295",100,15,0.166666666666667,4399.72672673133,293.315115115422,0.9284
"296",100,16,0.15625,4183.43920772386,261.464950482741,0.94
"297",100,17,0.147058823529412,4417.94320333708,259.879011961005,0.9514
"298",100,18,0.138888888888889,4114.19491301775,228.566384056542,0.9547
"299",100,19,0.131578947368421,4080.31987794975,214.753677786829,0.9611
"300",100,20,0.125,4333.97005734871,216.698502867435,0.9633
"301",2,1,2.5,70.4212161576537,70.4212161576537,0.0334
"302",2,2,1.25,758.817418399869,379.408709199934,0.2182
"303",2,3,0.833333333333333,3636.68449106866,1212.22816368955,0.6974
"304",2,4,0.625,4231.52151491767,1057.88037872942,0.8525
"305",2,5,0.5,5006.1533592766,1001.23067185532,0.922
"306",2,6,0.416666666666667,5573.95325974502,928.992209957504,0.9474
"307",2,7,0.357142857142857,5529.47194374692,789.924563392418,0.9636
"308",2,8,0.3125,4914.96766478703,614.370958098378,0.9706
"309",2,9,0.277777777777778,4704.35361823208,522.705957581343,0.9791
"310",2,10,0.25,5646.62044434206,564.662044434206,0.9837
"311",2,11,0.227272727272727,5085.7738617989,462.343078345355,0.9842
"312",2,12,0.208333333333333,5473.41515607329,456.117929672774,0.9881
"313",2,13,0.192307692307692,5580.84259897341,429.295584536416,0.991
"314",2,14,0.178571428571429,5352.345642536,382.310403038286,0.9897
"315",2,15,0.166666666666667,5696.24059790085,379.74937319339,0.9903
"316",2,16,0.15625,5505.17024275432,344.073140172145,0.9917
"317",2,17,0.147058823529412,5459.96984433987,321.174696725875,0.9939
"318",2,18,0.138888888888889,5172.06685433719,287.337047463177,0.9954
"319",2,19,0.131578947368421,5552.41439614239,292.232336639073,0.9957
"320",2,20,0.125,6178.83914781015,308.941957390507,0.9955
"321",4,1,2.5,7.33305810599101,7.33305810599101,0.0019
"322",4,2,1.25,222.820036812191,111.410018406095,0.0684
"323",4,3,0.833333333333333,2500.90162105045,833.633873683484,0.5409
"324",4,4,0.625,3755.53382961102,938.883457402754,0.766
"325",4,5,0.5,3985.28398216782,797.056796433565,0.8709
"326",4,6,0.416666666666667,4323.28211151511,720.547018585851,0.9129
"327",4,7,0.357142857142857,5034.84272830528,719.263246900755,0.9414
"328",4,8,0.3125,5361.34047216774,670.167559020968,0.956
"329",4,9,0.277777777777778,5286.83497632253,587.426108480281,0.9641
"330",4,10,0.25,5199.55108735348,519.955108735349,0.9747
"331",4,11,0.227272727272727,5616.36645455398,510.578768595817,0.9761
"332",4,12,0.208333333333333,4687.63054662397,390.635878885331,0.981
"333",4,13,0.192307692307692,5239.21509188827,403.016545529867,0.982
"334",4,14,0.178571428571429,5263.99382737416,375.999559098154,0.987
"335",4,15,0.166666666666667,5588.28888419114,372.552592279409,0.9876
"336",4,16,0.15625,5570.69902529424,348.16868908089,0.9897
"337",4,17,0.147058823529412,5625.11330660396,330.889018035527,0.9912
"338",4,18,0.138888888888889,5372.71761401756,298.484311889864,0.9916
"339",4,19,0.131578947368421,6012.62797206547,316.45410379292,0.9926
"340",4,20,0.125,5692.04720121266,284.602360060633,0.9943
"341",10,1,2.5,0,0,0
"342",10,2,1.25,13.4715509436992,6.73577547184961,0.0042
"343",10,3,0.833333333333333,929.120857164671,309.706952388224,0.2638
"344",10,4,0.625,2437.89648834945,609.474122087363,0.5913
"345",10,5,0.5,3453.33091701428,690.666183402855,0.7693
"346",10,6,0.416666666666667,3862.81734706118,643.802891176863,0.8565
"347",10,7,0.357142857142857,4850.33511748624,692.905016783748,0.8996
"348",10,8,0.3125,4271.63517325087,533.954396656359,0.9255
"349",10,9,0.277777777777778,5147.85679630815,571.984088478684,0.9434
"350",10,10,0.25,4818.04403141394,481.804403141394,0.9535
"351",10,11,0.227272727272727,4796.31024571548,436.028204155953,0.9642
"352",10,12,0.208333333333333,4447.65832972051,370.638194143376,0.9711
"353",10,13,0.192307692307692,4932.21090369087,379.400838745452,0.9739
"354",10,14,0.178571428571429,4992.42742659868,356.601959042763,0.9786
"355",10,15,0.166666666666667,5097.85246814802,339.856831209868,0.9783
"356",10,16,0.15625,5165.48632295208,322.842895184505,0.9816
"357",10,17,0.147058823529412,5150.64401935717,302.979059962186,0.9858
"358",10,18,0.138888888888889,5406.87457094911,300.381920608284,0.986
"359",10,19,0.131578947368421,4493.33137013767,236.491124744088,0.9867
"360",10,20,0.125,5402.32982493187,270.116491246594,0.9894
"361",50,1,2.5,0,0,0
"362",50,2,1.25,0,0,0
"363",50,3,0.833333333333333,19.327628836192,6.44254294539735,0.0118
"364",50,4,0.625,314.811551310955,78.7028878277388,0.2173
"365",50,5,0.5,1420.19184138248,284.038368276495,0.4952
"366",50,6,0.416666666666667,2571.14333352439,428.523888920732,0.6812
"367",50,7,0.357142857142857,3234.0111397506,462.001591392944,0.7755
"368",50,8,0.3125,3584.09815332554,448.012269165693,0.8259
"369",50,9,0.277777777777778,3788.54364499088,420.949293887876,0.8696
"370",50,10,0.25,4260.85629306095,426.085629306095,0.9002
"371",50,11,0.227272727272727,4009.58379087674,364.50761735243,0.9152
"372",50,12,0.208333333333333,4513.56365343002,376.130304452502,0.9291
"373",50,13,0.192307692307692,4207.84167076898,323.680128520691,0.9375
"374",50,14,0.178571428571429,4821.17031425612,344.369308161151,0.9504
"375",50,15,0.166666666666667,4267.37999735614,284.491999823742,0.957
"376",50,16,0.15625,4577.73760560986,286.108600350616,0.9633
"377",50,17,0.147058823529412,4670.315503756,274.724441397412,0.9631
"378",50,18,0.138888888888889,4956.87654664042,275.382030368912,0.9684
"379",50,19,0.131578947368421,4404.975078184,231.840793588632,0.9687
"380",50,20,0.125,4620.66398937416,231.033199468708,0.9766
"381",100,1,2.5,0,0,0
"382",100,2,1.25,0,0,0
"383",100,3,0.833333333333333,0,0,0
"384",100,4,0.625,118.860355954375,29.7150889885938,0.0743
"385",100,5,0.5,716.502652877031,143.300530575406,0.3414
"386",100,6,0.416666666666667,1337.32575556747,222.887625927912,0.5559
"387",100,7,0.357142857142857,2573.90172503691,367.700246433845,0.6857
"388",100,8,0.3125,3105.53031898981,388.191289873726,0.7697
"389",100,9,0.277777777777778,3558.13935901959,395.348817668844,0.8171
"390",100,10,0.25,3803.9553729447,380.395537294471,0.8513
"391",100,11,0.227272727272727,3851.18637831106,350.107852573733,0.878
"392",100,12,0.208333333333333,3502.56394169595,291.880328474662,0.9017
"393",100,13,0.192307692307692,4127.74307582794,317.518698140611,0.915
"394",100,14,0.178571428571429,4331.49204753482,309.39228910963,0.9288
"395",100,15,0.166666666666667,3763.541142964,250.902742864267,0.9372
"396",100,16,0.15625,4182.64456121807,261.415285076129,0.9418
"397",100,17,0.147058823529412,4046.74446799196,238.043792234821,0.9499
"398",100,18,0.138888888888889,4494.23631675114,249.679795375063,0.9585
"399",100,19,0.131578947368421,4342.3455568182,228.544502990431,0.9581
"400",100,20,0.125,4319.86127399235,215.993063699618,0.9633
"401",2,1,2.5,44.3762396068205,44.3762396068205,0.0274
"402",2,2,1.25,809.979486332182,404.989743166091,0.2205
"403",2,3,0.833333333333333,3512.373561785,1170.79118726167,0.7035
"404",2,4,0.625,4677.0373989846,1169.25934974615,0.843
"405",2,5,0.5,5354.01594267644,1070.80318853529,0.9244
"406",2,6,0.416666666666667,5186.19660734855,864.366101224758,0.9405
"407",2,7,0.357142857142857,5133.4331302144,733.347590030628,0.9609
"408",2,8,0.3125,5319.71201736599,664.964002170749,0.9719
"409",2,9,0.277777777777778,5379.75889033361,597.750987814846,0.9779
"410",2,10,0.25,5632.02706004436,563.202706004436,0.9824
"411",2,11,0.227272727272727,5517.00295456737,501.545723142488,0.9851
"412",2,12,0.208333333333333,5858.34349010971,488.195290842476,0.9873
"413",2,13,0.192307692307692,5115.37478412378,393.490368009521,0.9901
"414",2,14,0.178571428571429,5825.13473323629,416.081052374021,0.9918
"415",2,15,0.166666666666667,5267.10781391217,351.140520927478,0.9915
"416",2,16,0.15625,6209.48627833547,388.092892395967,0.993
"417",2,17,0.147058823529412,5581.74120396532,328.337717880313,0.9934
"418",2,18,0.138888888888889,5402.74285926028,300.152381070015,0.993
"419",2,19,0.131578947368421,5617.94678976461,295.681409987611,0.995
"420",2,20,0.125,5913.61749255915,295.680874627958,0.9961
"421",4,1,2.5,5.1078672609511,5.1078672609511,0.0015
"422",4,2,1.25,266.194025582194,133.097012791097,0.0725
"423",4,3,0.833333333333333,2196.72706610359,732.242355367864,0.5254
